title,author,averagerating,totalratings,numberofpages,genre,bookformat,language
"
You Really Are Full of Shit, Aren't You?
",Karl Wiggins,4.13,172,263,Humor,ebook,English
"
The Kitchen House
",Kathleen Grissom,4.18,"250,330",369,Historical,Paperback,English
"
Dead Reckoning (Sookie Stackhouse, #11)
",Charlaine Harris,3.79,"121,443",369,Historical,Paperback,English
"
The Dream Thieves (The Raven Cycle, #2)
",Maggie Stiefvater,4.2,"173,706",439,Fantasy,Hardcover,English
"
Silver Borne (Mercy Thompson, #5)
",Patricia Briggs,4.36,"100,042",342,Fantasy,Hardcover,English
"
The Luminaries
",Eleanor Catton,3.72,"79,195",848,Fiction,Hardcover,English
"
Paranormalcy (Paranormalcy, #1)
",Kiersten White,3.86,"101,258",335,Young Adult,Hardcover,English
"
H is for Hawk
",Helen Macdonald,3.72,"67,105",300,Nonfiction,Hardcover,English
"
Unravel Me (Shatter Me, #2)
",Tahereh Mafi,4.19,"209,551",461,Young Adult,Hardcover,English
"
Reached (Matched, #3)
",Ally Condie,3.56,"154,142",512,Young Adult,Hardcover,English
"
Little Fires Everywhere
",Celeste Ng,4.09,"878,236",368,Fiction,Paperback,English
"
Halo (Halo, #1)
",Alexandra Adornetto,3.66,"67,736",496,Young Adult,Kindle Edition,English
"
Leviathan Wakes (The Expanse, #1)
",James S.A. Corey,4.25,"201,764",561,Science Fiction,Paperback,English
"
It Ends with Us
",Colleen Hoover,4.42,"388,881",385,Romance,Kindle Edition,English
"
Warm Bodies (Warm Bodies, #1)
",Isaac Marion,3.92,"100,888",240,Romance,Paperback,English
"
The Girl You Left Behind
",Jojo Moyes,3.99,"145,469",480,Historical,Paperback,English
"
Longbourn
",Jo Baker,3.64,"52,840",352,Historical,Hardcover,English
"
Blackout (All Clear, #1)
",Connie Willis,3.84,"24,644",491,Science Fiction,Hardcover,English
"
Catherine the Great: Portrait of a Woman
",Robert K. Massie,3.9,"103,332",625,History,Hardcover,English
"
The Storyteller
",Jodi Picoult,4.26,"187,084",461,Fiction,Hardcover,English
"
The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)
",Suzanne Collins,4.48,"197,314",1155,Young Adult,Hardcover,English
"
Demonglass (Hex Hall, #2)
",Rachel Hawkins,4.07,"95,175",359,Young Adult,Hardcover,English
"
Feed (Newsflesh Trilogy, #1)
",Mira Grant,3.86,"55,644",599,Horror,Mass Market Paperback,English
"
Flight Behavior
",Barbara Kingsolver,3.78,"87,922",436,Fiction,Hardcover,English
"
Shadowfever (Fever, #5)
",Karen Marie Moning,4.39,"103,970",608,Fantasy,Hardcover,English
"
The Raven King (The Raven Cycle, #4)
",Maggie Stiefvater,4.22,"123,651",439,Fantasy,Hardcover,English
"
Towers of Midnight (The Wheel of Time, #13)
",Robert Jordan,4.42,"135,188",863,Fantasy,Hardcover,English
"
Sweet Tooth
",Ian McEwan,3.42,"47,296",320,Fiction,Hardcover,English
"
Billy Lynn's Long Halftime Walk
",Ben Fountain,3.79,"29,403",307,Fiction,Hardcover,English
"
The Fiery Heart (Bloodlines, #4)
",Richelle Mead,4.29,"75,012",420,Young Adult,Hardcover,English
"
Born at Midnight (Shadow Falls, #1)
",C.C. Hunter,4.1,"86,912",398,Young Adult,Paperback,English
"
A God in Ruins (Todd Family, #2)
",Kate Atkinson,3.93,"52,111",468,Fiction,Hardcover,English
"
Rules of Civility
",Amor Towles,4.04,"168,378",335,Fiction,Hardcover,English
"
Joyland
",Stephen King,3.92,"136,186",283,Horror,Paperback,English
"
Only Time Will Tell (The Clifton Chronicles, #1)
",Jeffrey Archer,4.08,"80,585",386,Fiction,Hardcover,English
"
Nimona
",Noelle Stevenson,4.13,"126,442",272,Sequential Art,Kindle Edition,English
"
NW
",Zadie Smith,3.46,"35,587",296,Fiction,Hardcover,English
"
Beartown (Beartown, #1)
",Fredrik Backman,4.26,"258,639",432,Fiction,Kindle Edition,English
"
Anna Dressed in Blood (Anna, #1)
",Kendare Blake,3.9,"104,675",316,Young Adult,Hardcover,English
"
One Summer: America, 1927
",Bill Bryson,4.07,"48,455",456,History,Hardcover,English
"
Mr. Mercedes (Bill Hodges Trilogy, #1)
",Stephen King,3.96,"268,732",437,Fiction,Hardcover,English
"
Annihilation
",Jeff VanderMeer,3.72,"172,285",195,Science Fiction,Paperback,English
"
All Clear (All Clear, #2)
",Connie Willis,4.06,"19,610",656,Science Fiction,Hardcover,English
"
Illuminae (The Illuminae Files, #1)
",Amie Kaufman,4.25,"134,399",656,Science Fiction,Hardcover,English
"
Tommaso (Immortal Matchmakers, Inc. #2)
",Mimi Jean Pamfiloff,4.15,"1,139",334,Fantasy,Paperback,English
"
Heartstone (Matthew Shardlake, #5)
",C.J. Sansom,4.34,"16,889",334,Fantasy,Paperback,English
"
The Swerve: How the World Became Modern
",Stephen Greenblatt,3.85,"30,718",356,History,Paperback,English
"
Destined (House of Night, #9)
",P.C. Cast,4.02,"78,039",325,Paranormal,Hardcover,English
"
Smaragdgrün (Edelstein-Trilogie, #3)
",Kerstin Gier,4.16,"79,075",482,Fantasy,Hardcover,German
"
The Alloy of Law (Mistborn Saga, #4)
",Brandon Sanderson,4.19,"155,529",332,Fantasy,Hardcover,English
"
The First Fifteen Lives of Harry August
",Claire North,4.01,"76,784",405,Science Fiction,Paperback,English
"
My Grandmother Asked Me to Tell You She's Sorry
",Fredrik Backman,4.05,"180,444",372,Fiction,Hardcover,English
"
Let's Pretend This Never Happened: A Mostly True Memoir
",Jenny  Lawson,3.87,"183,891",318,Nonfiction,Hardcover,English
"
In One Person
",John Irving,3.68,"25,300",425,Fiction,Hardcover,English
"
Ordinary Grace
",William Kent Krueger,4.22,"105,545",307,Fiction,Hardcover,English
"
Heist Society (Heist Society, #1)
",Ally Carter,3.9,"92,957",287,Young Adult,Hardcover,English
"
Switched (Trylle, #1)
",Amanda Hocking,3.87,"99,165",328,Fantasy,Paperback,English
"
The Sympathizer
",Viet Thanh Nguyen,3.96,"93,018",328,Fantasy,Paperback,English
"
River Marked (Mercy Thompson, #6)
",Patricia Briggs,4.26,"82,567",290,Fantasy,Paperback,English
"
The Great Alone
",Kristin Hannah,4.35,"471,087",290,Fantasy,Paperback,English
"
Changes (The Dresden Files, #12)
",Jim Butcher,4.49,"104,145",438,Fantasy,Hardcover,English
"
Becoming
",Michelle Obama,4.51,"742,178",426,Nonfiction,Hardcover,English
"
The Miniaturist (The Miniaturist, #1)
",Jessie Burton,3.61,"127,922",400,Historical,Hardcover,English
"
Crooked Letter, Crooked Letter
",Tom Franklin,3.84,"42,227",274,Mystery,Hardcover,English
"
The Beech Tree
",Don  Phelan,4.13,123,332,Fiction,Paperback,English
"
The Iron Daughter (The Iron Fey, #2)
",Julie Kagawa,4.06,"128,051",359,Fantasy,Paperback,English
"
The Buried Giant
",Kazuo Ishiguro,3.54,"82,965",317,Fantasy,Hardcover,English
"
Calico Joe
",John Grisham,3.84,"41,091",198,Fiction,Hardcover,English
"
The Iron Queen (The Iron Fey, #3)
",Julie Kagawa,4.18,"105,363",384,Fantasy,Paperback,English
"
Blue Lily, Lily Blue (The Raven Cycle, #3)
",Maggie Stiefvater,4.24,"141,345",391,Fantasy,Hardcover,English
"
The Age of Miracles
",Karen Thompson Walker,3.66,"92,024",294,Fiction,Paperback,English
"
The Warmth of Other Suns: The Epic Story of America's Great Migration
",Isabel Wilkerson,4.39,"80,410",622,History,Hardcover,English
"
Dust (Silo, #3)
",Hugh Howey,4.25,"72,667",458,Science Fiction,Paperback,English
"
Sister
",Rosamund Lupton,3.78,"52,391",358,Mystery,Paperback,English
"
Just Mercy: A Story of Justice and Redemption
",Bryan Stevenson,4.58,"183,054",336,Nonfiction,Hardcover,English
"
Salt to the Sea
",Ruta Sepetys,4.33,"149,556",336,Nonfiction,Hardcover,English
"
The Twelve (The Passage, #2)
",Justin Cronin,4.01,"92,217",336,Nonfiction,Hardcover,English
"
The Pale King
",David Foster Wallace,3.96,"16,040",548,Fiction,Hardcover,English
"
The False Prince (Ascendance, #1)
",Jennifer A. Nielsen,4.17,"87,328",342,Fantasy,Hardcover,English
"
Swamplandia!
",Karen Russell,3.28,"56,361",323,Fiction,Hardcover,English
"
The Narrow Road to the Deep North
",Richard Flanagan,4.01,"51,950",467,Fiction,Paperback,English
"
The Traitor's Emblem
",Juan Gomez-Jurado,3.84,"2,877",317,Historical,Hardcover,English
"
Entwined
",Heather Dixon Wallwork,3.87,"34,317",472,Fantasy,Hardcover,English
"
The One and Only Ivan
",Katherine Applegate,4.25,"157,290",307,Childrens,Hardcover,English
"
Slammed (Slammed, #1)
",Colleen Hoover,4.23,"227,334",317,Romance,ebook,English
"
Four: A Divergent Story Collection (Divergent, #0.1-0.4)
",Veronica Roth,4.01,"181,659",208,Young Adult,Paperback,English
"
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis
",J.D. Vance,3.9,"355,489",264,Nonfiction,Hardcover,English
"
The Sixth Extinction: An Unnatural History
",Elizabeth Kolbert,4.13,"56,745",336,Nonfiction,Hardcover,English
"
Norse Mythology
",Neil Gaiman,4.08,"254,750",301,Fantasy,Paperback,English
"
Cleopatra: A Life
",Stacy Schiff,3.69,"111,052",369,History,Hardcover,English
"
The Iron Knight (The Iron Fey, #4)
",Julie Kagawa,4.17,"83,530",400,Fantasy,Paperback,English
"
NOS4A2
",Joe Hill,4.08,"110,414",692,Horror,Hardcover,English
"
The Garden of Evening Mists
",Tan Twan Eng,4.11,"21,166",350,Historical,Hardcover,English
"
Silver Shadows (Bloodlines, #5)
",Richelle Mead,4.32,"56,561",380,Young Adult,Hardcover,English
"
Full Dark, No Stars
",Stephen King,4.05,"101,888",368,Horror,Hardcover,English
"
Half-Blood (Covenant, #1)
",Jennifer L. Armentrout,4.09,"94,039",281,Fantasy,Paperback,English
"
Library of Souls (Miss Peregrine's Peculiar Children, #3)
",Ransom Riggs,4.11,"135,723",458,Fantasy,Hardcover,English
"
Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President
",Candice Millard,4.1,"68,402",458,Fantasy,Hardcover,English
"
How the Light Gets In (Chief Inspector Armand Gamache, #9)
",Louise Penny,4.42,"61,926",405,Mystery,Hardcover,English
"
Saga, Vol. 2
",Brian K. Vaughan,4.5,"98,608",160,Sequential Art,Paperback,English
"
Finale (Hush, Hush, #4)
",Becca Fitzpatrick,4.14,"156,407",464,Young Adult,Hardcover,English
"
The Evolution of Mara Dyer (Mara Dyer, #2)
",Michelle Hodkin,4.24,"91,809",545,Young Adult,Kindle Edition,English
"
Fugly (Fugly, #1)
",Mimi Jean Pamfiloff,3.97,"5,575",545,Romance,ebook,English
"
Ship Breaker (Ship Breaker, #1)
",Paolo Bacigalupi,3.73,"46,425",326,Young Adult,Hardcover,English
"
Renatus (Renatus #1)
",John A.   Saunders,3.9,"2,800",366,Mystery,Paperback,English
"
Caleb's Crossing
",Geraldine Brooks,3.82,"62,086",306,Historical,Hardcover,English
"
The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)
",Carlos Ruiz Zafón,4.07,"76,365",278,Fiction,Hardcover,English
"
Sh*t My Dad Says
",Justin Halpern,3.96,"154,642",159,Humor,Hardcover,English
"
A Brief History of Seven Killings
",Marlon James,3.89,"29,968",688,Fiction,Hardcover,English
"
Edge of Eternity (The Century Trilogy, #3)
",Ken Follett,4.14,"88,942",1103,Historical,Audible Audio,English
"
Our Souls at Night
",Kent Haruf,3.91,"66,847",179,Fiction,Hardcover,English
"
The Queen of the Tearling (The Queen of the Tearling, #1)
",Erika Johansen,3.99,"90,178",448,Fantasy,Paperback,English
"
The Sun Is Also a Star
",Nicola Yoon,4.04,"232,944",384,Young Adult,Hardcover,English
"
Packing for Mars: The Curious Science of Life in the Void
",Mary Roach,3.93,"55,314",334,Nonfiction,Hardcover,English
"
The Elephant Tree
",R.D. Ronald,4.18,"92,261",252,Thriller,Paperback,English
"
We Are Water
",Wally Lamb,3.81,"50,067",561,Fiction,Hardcover,English
"
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer
",Michelle McNamara,4.1,"194,993",352,Nonfiction,ebook,English
"
The Sandcastle Girls
",Chris Bohjalian,3.87,"38,841",299,Historical,Hardcover,English
"
The Girl Who Chased the Moon
",Sarah Addison Allen,3.97,"55,800",269,Fiction,Hardcover,English
"
Snow Like Ashes (Snow Like Ashes, #1)
",Sara Raasch,3.87,"70,253",422,Fantasy,Hardcover,English
"
Easy (Contours of the Heart, #1)
",Tammara Webber,4.08,"225,738",336,Romance,Paperback,English
"
The Bear and the Nightingale (The Winternight Trilogy, #1)
",Katherine Arden,4.08,"148,081",319,Fantasy,Hardcover,English
"
Canada
",Richard Ford,3.51,"25,606",420,Fiction,Hardcover,English
"
Fang (Maximum Ride, #6)
",James Patterson,4.06,"57,534",309,Young Adult,Hardcover,English
"
Robopocalypse (Robopocalypse, #1)
",Daniel H. Wilson,3.7,"38,127",347,Science Fiction,Audiobook,English
"
Attachments
",Rainbow Rowell,3.89,"184,629",323,Romance,Hardcover,English
"
I Am Half-Sick of Shadows (Flavia de Luce, #4)
",Alan Bradley,4.09,"33,228",293,Mystery,Hardcover,English
"
The Buddha in the Attic
",Julie Otsuka,3.65,"46,666",129,Historical,Hardcover,English
"
Firelight (Firelight, #1)
",Sophie Jordan,3.84,"69,557",323,Fantasy,Hardcover,English
"
Being Mortal: Medicine and What Matters in the End
",Atul Gawande,4.44,"150,551",282,Nonfiction,Hardcover,English
"
Career of Evil (Cormoran Strike, #3)
",Robert Galbraith,4.19,"183,176",282,Nonfiction,Hardcover,English
"
The Aviator's Wife
",Melanie Benjamin,3.9,"69,079",416,Historical,Hardcover,English
"
Lone Wolf
",Jodi Picoult,3.71,"72,479",517,Fiction,Paperback,English
"
The Winner's Curse (The Winner's Trilogy, #1)
",Marie Rutkoski,3.95,"106,951",355,Fantasy,ebook,English
"
Glass Sword (Red Queen, #2)
",Victoria Aveyard,3.85,"251,098",444,Fantasy,Hardcover,English
"
The Bane Chronicles
",Cassandra Clare,4.13,"80,510",507,Fantasy,Hardcover,English
"
Salvage the Bones
",Jesmyn Ward,3.93,"54,857",261,Fiction,Hardcover,English
"
Dead Wake: The Last Crossing of the Lusitania
",Erik Larson,4.07,"123,680",430,Nonfiction,Hardcover,English
"
Harvest
",Jim Crace,3.61,"8,222",208,Fiction,Hardcover,English
"
The Dog Stars
",Peter Heller,3.93,"55,429",336,Fiction,Hardcover,English
"
Saphirblau (Edelstein-Trilogie, #2)
",Kerstin Gier,4.15,"87,808",389,Fantasy,Hardcover,German
"
Lord of Shadows (The Dark Artifices, #2)
",Cassandra Clare,4.44,"116,561",389,Fantasy,Hardcover,German
"
Secret Daughter
",Shilpi Somaya Gowda,3.99,"70,649",339,Fiction,Hardcover,English
"
Son
",Lois Lowry,3.97,"90,350",393,Young Adult,Hardcover,English
"
The Sorrows of Young Mike
",John Zelazny,3.67,64,211,Fiction,Kindle Edition,English
"
This Side of the Grave (Night Huntress, #5)
",Jeaniene Frost,4.25,"61,416",357,Paranormal,Mass Market Paperback,English
"
Renatus 2
",John A.   Saunders,3.88,"2,681",306,Mystery,Paperback,English
"
Evicted: Poverty and Profit in the American City
",Matthew Desmond,4.46,"75,877",418,Nonfiction,Hardcover,English
"
Sing You Home
",Jodi Picoult,3.78,"82,156",466,Fiction,Hardcover,English
"
Blood Song (Raven's Shadow, #1)
",Anthony Ryan,4.38,"80,596",591,Fantasy,Kindle Edition,English
"
A Thousand Pieces of You (Firebird, #1)
",Claudia Gray,3.89,"55,518",368,Young Adult,Hardcover,English
"
Fairest (The Lunar Chronicles, #3.5)
",Marissa Meyer,3.96,"121,780",222,Fantasy,Hardcover,English
"
A Memory of Light (The Wheel of Time, #14)
",Robert Jordan,4.5,"118,776",912,Fantasy,Hardcover,English
"
The Mapping of Love and Death (Maisie Dobbs, #7)
",Jacqueline Winspear,4.22,"23,704",338,Mystery,Hardcover,English
"
Rivers of London (Rivers of London, #1)
",Ben Aaronovitch,3.85,"111,315",392,Fantasy,Hardcover,English
"
The Story of a New Name (The Neapolitan Novels #2)
",Elena Ferrante,4.4,"125,990",471,Fiction,Paperback,English
"
Written in Red (The Others, #1)
",Anne Bishop,4.24,"55,129",433,Fantasy,Hardcover,English
"
Going Clear: Scientology, Hollywood, and the Prison of Belief
",Lawrence Wright,4.02,"41,519",430,Nonfiction,Hardcover,English
"
The Infinite Sea (The 5th Wave, #2)
",Rick Yancey,3.86,"130,407",430,Nonfiction,Hardcover,English
"
Small Great Things
",Jodi Picoult,4.33,"296,309",510,Fiction,Kindle Edition,English
"
I've Got Your Number
",Sophie Kinsella,3.94,"205,877",433,Womens Fiction,Hardcover,English
"
Exit West
",Mohsin Hamid,3.78,"116,146",231,Fiction,Hardcover,English
"
The Paying Guests
",Sarah Waters,3.44,"78,075",564,Historical,Hardcover,English
"
A Dog's Purpose (A Dog's Purpose, #1)
",W. Bruce Cameron,4.33,"120,791",319,Fiction,Hardcover,English
"
Levels of Life
",Julian Barnes,3.92,"10,879",128,Nonfiction,Hardcover,English
"
All That Glitters (A Jake & Laura Mystery, #2)
",Michael  Murphy,3.93,137,266,Mystery,ebook,English
"
The Young Elites (The Young Elites, #1)
",Marie Lu,3.87,"124,871",355,Fantasy,Hardcover,English
"
The Girls
",Emma Cline,3.49,"176,518",355,Fiction,Hardcover,English
"
The School for Good and Evil (The School for Good and Evil, #1)
",Soman Chainani,4.02,"75,956",544,Fantasy,Paperback,English
"
Torn (Trylle, #2)
",Amanda Hocking,4.04,"66,484",356,Fantasy,Paperback,English
"
How to Be a Woman
",Caitlin Moran,3.71,"107,229",312,Nonfiction,Paperback,English
"
Orange Is the New Black
",Piper Kerman,3.71,"192,894",298,Nonfiction,Hardcover,English
"
The Racketeer
",John Grisham,3.84,"95,110",298,Nonfiction,Hardcover,English
"
Capital in the Twenty-First Century
",Thomas Piketty,4.03,"28,872",685,Economics,Hardcover,English
"
Safe Haven
",Nicholas Sparks,4.2,"353,497",353,Romance,Kindle Edition,English
"
The Gathering (Darkness Rising, #1)
",Kelley Armstrong,3.99,"65,913",359,Young Adult,Hardcover,English
"
This Book Is Full of Spiders (John Dies at the End, #2)
",David  Wong,4.23,"27,026",406,Horror,Hardcover,English
"
Ascend (Trylle, #3)
",Amanda Hocking,4.08,"60,912",356,Fantasy,Paperback,English
"
Linger (The Wolves of Mercy Falls, #2)
",Maggie Stiefvater,3.88,"166,445",362,Young Adult,Hardcover,English
"
The Goblin Emperor (The Goblin Emperor, #1)
",Katherine Addison,4.01,"34,813",446,Fantasy,Hardcover,English
"
The Edge of Never (The Edge of Never, #1)
",J.A. Redmerski,4.23,"145,441",426,Romance,Paperback,English
"
The House of Silk (Horowitz's Holmes, #1)
",Anthony Horowitz,3.98,"47,102",294,Mystery,Hardcover,English
"
The Zombie Room
",R.D. Ronald,4.18,"90,812",241,Thriller,Kindle Edition,English
"
The Beautiful Mystery (Chief Inspector Armand Gamache, #8)
",Louise Penny,4.18,"56,241",373,Mystery,Paperback,English
"
The Kill Order (Maze Runner, #0.4)
",James Dashner,3.71,"184,793",327,Young Adult,Hardcover,English
"
The Coldest Girl in Coldtown
",Holly Black,3.83,"66,251",419,Young Adult,Hardcover,English
"
We Should All Be Feminists
",Chimamanda Ngozi Adichie,4.43,"214,110",64,Nonfiction,Kindle Edition,English
"
Stone Mattress: Nine Tales
",Margaret Atwood,3.9,"21,684",273,Short Stories,Hardcover,English
"
Throne of Novoxos (Van Laven Chronicles #1)
",Tyler Chase,3.55,"4,879",437,Science Fiction,Kindle Edition,English
"
La carte et le territoire
",Michel Houellebecq,3.95,"17,088",428,Fiction,Paperback,French
"
Awakening Kings and Princes Volume I: Sacred Knowledge to Nourish the Mentality, Support Spiritual Growth, Learning the Light, and Progressing to Become a Master Lover While Embracing Desire
",John Shelton Jones,4.3,27,410,Spirituality,Paperback,English
"
The Book of Strange New Things
",Michel Faber,3.67,"30,017",500,Fiction,Hardcover,English
"
Debt: The First 5,000 Years
",David Graeber,4.19,"14,559",534,History,Hardcover,English
"
The Almond Tree
",Michelle Cohen Corasanti,4.13,"5,676",353,Historical,Kindle Edition,English
"
Sleeping Giants (Themis Files, #1)
",Sylvain Neuvel,3.83,"77,538",320,Science Fiction,Hardcover,English
"
Zealot: The Life and Times of Jesus of Nazareth
",Reza Aslan,3.82,"67,913",296,History,Hardcover,English
"
Solar
",Ian McEwan,3.26,"24,981",287,Fiction,Hardcover,English
"
The Drop (Harry Bosch, #15; Harry Bosch Universe, #23)
",Michael Connelly,4.17,"58,966",388,Mystery,Hardcover,English
